payment_id,shipment_id,method,amount,ccy,bank,broker
P0000885,S0000521,cashlike,51860,USD,bank_B,broker_Y
P0000886,S0001078,cashlike,53834,EUR,bank_C,broker_Z
P0000887,S0004486,cashlike,116353,JPY,bank_C,broker_Z
P0000888,S0003734,cashlike,163389,USD,bank_C,broker_X
P0000889,S0002927,letter_of_credit,19194,EUR,bank_B,broker_X
P0000890,S0003177,wire,7503,USD,bank_A,broker_Z
P0000891,S0003301,wire,163233,EUR,bank_C,broker_Z
P0000892,S0003374,wire,61245,EUR,bank_C,broker_Y
P0000893,S0001063,letter_of_credit,81347,EUR,bank_C,broker_X
P0000894,S0001817,wire,43800,JPY,bank_A,broker_X
P0000895,S0004669,cashlike,18703,USD,bank_A,broker_X
P0000896,S0002636,letter_of_credit,90045,EUR,bank_B,broker_Z
P0000897,S0004566,cashlike,160590,USD,bank_C,broker_Y
P0000898,S0001254,cashlike,56215,USD,bank_B,broker_X
P0000899,S0001879,wire,190177,USD,bank_B,broker_Z
P0000900,S0001879,wire,185526,USD,bank_C,broker_Y
P0000901,S0004485,letter_of_credit,122213,EUR,bank_C,broker_Z
P0000902,S0000932,wire,70378,JPY,bank_C,broker_Y
P0000903,S0000467,letter_of_credit,35963,JPY,bank_B,broker_X
P0000904,S0001961,wire,103069,EUR,bank_C,broker_X
P0000905,S0002447,cashlike,94784,USD,bank_C,broker_Y
P0000906,S0001519,letter_of_credit,40223,EUR,bank_A,broker_Y
P0000907,S0003528,wire,148676,EUR,bank_A,broker_X
P0000908,S0003480,letter_of_credit,47997,EUR,bank_C,broker_Y
P0000909,S0000130,wire,13504,JPY,bank_B,broker_X
P0000910,S0004973,cashlike,178857,JPY,bank_B,broker_Z
P0000911,S0003557,cashlike,97673,EUR,bank_C,broker_X
P0000912,S0000733,letter_of_credit,188799,JPY,bank_B,broker_Z
P0000913,S0004811,cashlike,20268,EUR,bank_C,broker_Y
P0000914,S0001696,letter_of_credit,170253,USD,bank_A,broker_X
P0000915,S0001497,wire,63757,JPY,bank_B,broker_Y
P0000916,S0004194,wire,98995,JPY,bank_A,broker_X
P0000917,S0004002,cashlike,183596,USD,bank_B,broker_X
P0000918,S0003606,letter_of_credit,64992,JPY,bank_C,broker_X
P0000919,S0003813,wire,169856,EUR,bank_C,broker_X
P0000920,S0004935,letter_of_credit,81982,USD,bank_C,broker_X
P0000921,S0000984,cashlike,180546,JPY,bank_C,broker_Z
P0000922,S0002428,wire,77554,JPY,bank_A,broker_Y
P0000923,S0000587,wire,186321,EUR,bank_B,broker_Y
P0000924,S0002746,wire,41527,JPY,bank_C,broker_Z
P0000925,S0000441,letter_of_credit,22693,JPY,bank_A,broker_Y
P0000926,S0001022,cashlike,102585,JPY,bank_C,broker_X
P0000927,S0001207,cashlike,108940,JPY,bank_C,broker_X
P0000928,S0001754,letter_of_credit,124849,EUR,bank_A,broker_Z
P0000929,S0003860,wire,150401,JPY,bank_C,broker_X
P0000930,S0004421,cashlike,170517,USD,bank_A,broker_Y
P0000931,S0000242,letter_of_credit,13407,JPY,bank_B,broker_Y
P0000932,S0000873,cashlike,133439,JPY,bank_C,broker_X
P0000933,S0002056,wire,82428,EUR,bank_C,broker_Z
P0000934,S0003792,letter_of_credit,106873,USD,bank_B,broker_Y
P0000935,S0003906,letter_of_credit,7068,EUR,bank_C,broker_Y
P0000936,S0001208,cashlike,16744,JPY,bank_C,broker_Z
P0000937,S0003102,cashlike,10523,EUR,bank_B,broker_Z
P0000938,S0002821,wire,93455,JPY,bank_A,broker_Z
P0000939,S0004460,wire,198003,JPY,bank_C,broker_Y
P0000940,S0004036,wire,5297,USD,bank_A,broker_Z
P0000941,S0004202,cashlike,178537,EUR,bank_B,broker_Y
P0000942,S0003612,cashlike,38646,USD,bank_C,broker_Y
P0000943,S0001111,letter_of_credit,54597,USD,bank_C,broker_Z
P0000944,S0001179,wire,145894,USD,bank_A,broker_X
P0000945,S0000026,letter_of_credit,43957,USD,bank_B,broker_X
P0000946,S0002472,letter_of_credit,154457,JPY,bank_A,broker_X
P0000947,S0001960,cashlike,159439,USD,bank_A,broker_X
P0000948,S0002211,letter_of_credit,192402,JPY,bank_A,broker_Y
P0000949,S0001216,cashlike,139244,USD,bank_A,broker_X
P0000950,S0001403,cashlike,32383,EUR,bank_A,broker_Z
P0000951,S0003536,cashlike,3451,USD,bank_A,broker_Z
P0000952,S0000280,cashlike,45198,JPY,bank_B,broker_X
P0000953,S0002125,letter_of_credit,8191,USD,bank_C,broker_Y
P0000954,S0001394,cashlike,34698,JPY,bank_A,broker_Y
P0000955,S0003780,cashlike,112071,JPY,bank_B,broker_Z
P0000956,S0001314,letter_of_credit,89994,USD,bank_B,broker_X
P0000957,S0001157,cashlike,194581,USD,bank_B,broker_Z
P0000958,S0002257,wire,158388,JPY,bank_C,broker_X
P0000959,S0004404,letter_of_credit,62140,EUR,bank_B,broker_Y
P0000960,S0004359,cashlike,115143,EUR,bank_A,broker_Y
P0000961,S0002104,wire,152436,JPY,bank_A,broker_Z
P0000962,S0001462,letter_of_credit,72412,EUR,bank_C,broker_Z
P0000963,S0002985,wire,26612,JPY,bank_C,broker_X
P0000964,S0001511,wire,52443,USD,bank_B,broker_Z
P0000965,S0000525,wire,123520,USD,bank_B,broker_X
P0000966,S0003715,cashlike,11798,USD,bank_C,broker_Y
P0000967,S0003561,wire,72518,JPY,bank_C,broker_X
P0000968,S0004541,wire,176320,JPY,bank_C,broker_Y
P0000969,S0002649,wire,103684,EUR,bank_C,broker_X
P0000970,S0002547,cashlike,145597,USD,bank_B,broker_Y
P0000971,S0001480,wire,87524,USD,bank_C,broker_X
P0000972,S0000150,cashlike,77445,EUR,bank_B,broker_X
P0000973,S0003419,wire,194177,USD,bank_A,broker_X
P0000974,S0002319,wire,199947,USD,bank_A,broker_Z
P0000975,S0003833,cashlike,99882,JPY,bank_C,broker_Y
P0000976,S0002787,letter_of_credit,15311,EUR,bank_C,broker_Y
P0000977,S0000523,wire,161510,USD,bank_A,broker_X
P0000978,S0002625,wire,91185,USD,bank_B,broker_Y
P0000979,S0000726,wire,134662,EUR,bank_B,broker_Y
P0000980,S0002806,cashlike,150856,JPY,bank_A,broker_Y
P0000981,S0004726,cashlike,35864,EUR,bank_C,broker_Z
P0000982,S0002277,letter_of_credit,16121,EUR,bank_C,broker_X
P0000983,S0003901,letter_of_credit,131721,EUR,bank_B,broker_Z
P0000984,S0004063,cashlike,152459,JPY,bank_B,broker_Y
P0000985,S0004612,cashlike,98244,EUR,bank_A,broker_X
P0000986,S0000948,wire,9692,EUR,bank_C,broker_Z
P0000987,S0003608,cashlike,16716,USD,bank_B,broker_Y
P0000988,S0002948,cashlike,152772,USD,bank_B,broker_Z
P0000989,S0004887,wire,7054,USD,bank_C,broker_X
P0000990,S0000640,wire,61293,USD,bank_B,broker_X
P0000991,S0004235,cashlike,8603,USD,bank_A,broker_Z
P0000992,S0003840,cashlike,43660,JPY,bank_C,broker_Z
P0000993,S0001373,letter_of_credit,104527,EUR,bank_B,broker_X
P0000994,S0001454,wire,131845,JPY,bank_B,broker_Y
P0000995,S0000515,letter_of_credit,36323,EUR,bank_A,broker_X
P0000996,S0001675,letter_of_credit,67783,JPY,bank_A,broker_Z
P0000997,S0003489,wire,192198,JPY,bank_B,broker_Y
P0000998,S0003424,letter_of_credit,136221,EUR,bank_B,broker_Y
P0000999,S0000667,wire,18877,EUR,bank_C,broker_X
P0001000,S0002847,cashlike,151140,USD,bank_B,broker_X
P0001001,S0003201,letter_of_credit,199549,EUR,bank_C,broker_Z
P0001002,S0002971,wire,198593,JPY,bank_A,broker_Z
P0001003,S0002209,letter_of_credit,175093,EUR,bank_C,broker_Z
P0001004,S0001185,wire,155742,JPY,bank_B,broker_X
P0001005,S0000992,wire,86823,USD,bank_C,broker_Y
P0001006,S0003677,wire,184343,JPY,bank_B,broker_Y
P0001007,S0002937,letter_of_credit,55826,USD,bank_A,broker_Y
P0001008,S0002712,cashlike,52330,EUR,bank_A,broker_Z
P0001009,S0001953,wire,46532,EUR,bank_B,broker_Z
P0001010,S0003395,cashlike,199876,EUR,bank_B,broker_Z
P0001011,S0002275,cashlike,14155,EUR,bank_C,broker_Z
P0001012,S0004597,wire,154035,JPY,bank_C,broker_Z
P0001013,S0001594,cashlike,78949,USD,bank_C,broker_Y
P0001014,S0003330,letter_of_credit,121235,USD,bank_C,broker_Y
P0001015,S0001841,cashlike,68820,EUR,bank_C,broker_Y
P0001016,S0002015,wire,151257,EUR,bank_A,broker_Z
P0001017,S0001359,wire,88703,USD,bank_A,broker_Z
P0001018,S0002044,cashlike,168587,USD,bank_A,broker_Z
P0001019,S0003861,wire,103013,USD,bank_B,broker_Z
P0001020,S0002223,cashlike,4843,EUR,bank_C,broker_Y
P0001021,S0004354,wire,181616,USD,bank_B,broker_Z
P0001022,S0004760,letter_of_credit,192843,JPY,bank_B,broker_Y
P0001023,S0002564,letter_of_credit,84810,EUR,bank_C,broker_X
P0001024,S0001539,cashlike,106783,JPY,bank_C,broker_Z
P0001025,S0002062,letter_of_credit,136200,JPY,bank_C,broker_Y
P0001026,S0000564,cashlike,158047,JPY,bank_B,broker_Y
P0001027,S0003358,wire,187919,USD,bank_C,broker_Z
P0001028,S0001529,letter_of_credit,193709,JPY,bank_C,broker_X
P0001029,S0000023,wire,57383,EUR,bank_B,broker_Z
P0001030,S0002604,cashlike,194227,EUR,bank_C,broker_X
P0001031,S0001526,cashlike,105285,JPY,bank_A,broker_Z
P0001032,S0004212,letter_of_credit,95380,JPY,bank_A,broker_Y
P0001033,S0002770,wire,172328,JPY,bank_C,broker_X
P0001034,S0002935,letter_of_credit,95288,JPY,bank_A,broker_X
P0001035,S0002698,wire,128959,EUR,bank_B,broker_X
P0001036,S0002997,wire,126405,USD,bank_B,broker_Y
P0001037,S0000116,wire,18492,EUR,bank_C,broker_Z
P0001038,S0001860,wire,199833,USD,bank_C,broker_Z
P0001039,S0002916,wire,13105,JPY,bank_A,broker_X
P0001040,S0001613,cashlike,182612,EUR,bank_B,broker_X
P0001041,S0003632,letter_of_credit,181298,EUR,bank_A,broker_X
P0001042,S0001911,wire,89622,EUR,bank_B,broker_Z
P0001043,S0004523,cashlike,16772,EUR,bank_C,broker_Y
P0001044,S0004035,wire,34506,EUR,bank_B,broker_Y
P0001045,S0004708,letter_of_credit,182544,USD,bank_B,broker_X
P0001046,S0000856,cashlike,50143,EUR,bank_B,broker_X
P0001047,S0001797,letter_of_credit,157503,JPY,bank_B,broker_X
P0001048,S0002556,wire,163332,JPY,bank_A,broker_Z
P0001049,S0004206,cashlike,43306,USD,bank_C,broker_X
P0001050,S0003072,letter_of_credit,114121,JPY,bank_B,broker_Z
P0001051,S0003579,wire,102828,USD,bank_B,broker_Y
P0001052,S0004999,letter_of_credit,56415,USD,bank_C,broker_Y
P0001053,S0002590,cashlike,192890,JPY,bank_B,broker_X
P0001054,S0003851,letter_of_credit,24093,EUR,bank_C,broker_Y
P0001055,S0002245,letter_of_credit,70052,EUR,bank_B,broker_Z
P0001056,S0004985,wire,118965,EUR,bank_B,broker_X
P0001057,S0000498,letter_of_credit,74248,EUR,bank_B,broker_Z
P0001058,S0000020,wire,16068,JPY,bank_A,broker_Y
P0001059,S0002957,letter_of_credit,122626,JPY,bank_C,broker_X
P0001060,S0001880,wire,161215,JPY,bank_A,broker_Y
P0001061,S0002425,cashlike,21054,EUR,bank_C,broker_Y
P0001062,S0000303,letter_of_credit,149705,EUR,bank_C,broker_X
P0001063,S0002061,wire,150471,EUR,bank_A,broker_Z
P0001064,S0002022,cashlike,151279,USD,bank_C,broker_Z
P0001065,S0002669,letter_of_credit,192974,USD,bank_C,broker_Y
P0001066,S0002130,cashlike,175620,JPY,bank_A,broker_X
P0001067,S0004833,wire,39645,JPY,bank_A,broker_Z
P0001068,S0002471,cashlike,77343,EUR,bank_C,broker_Z
P0001069,S0004779,letter_of_credit,53014,EUR,bank_A,broker_Z
P0001070,S0004670,letter_of_credit,152420,USD,bank_B,broker_Y
P0001071,S0003903,wire,80727,USD,bank_C,broker_X
P0001072,S0001928,letter_of_credit,21426,EUR,bank_A,broker_X
P0001073,S0003255,cashlike,39354,JPY,bank_A,broker_Y
P0001074,S0004137,wire,109939,USD,bank_A,broker_X
P0001075,S0001745,wire,157660,USD,bank_B,broker_X
P0001076,S0001292,cashlike,28266,JPY,bank_B,broker_Z
P0001077,S0003902,wire,143200,EUR,bank_B,broker_X
P0001078,S0001751,wire,147754,EUR,bank_B,broker_Z
P0001079,S0001476,cashlike,18452,USD,bank_C,broker_X
P0001080,S0004632,letter_of_credit,44026,JPY,bank_A,broker_Y
P0001081,S0002043,wire,186890,USD,bank_C,broker_Y
P0001082,S0000401,wire,125687,EUR,bank_C,broker_X
P0001083,S0003850,cashlike,169745,JPY,bank_B,broker_X
P0001084,S0003897,wire,22962,EUR,bank_A,broker_Y
P0001085,S0001070,wire,124447,EUR,bank_A,broker_Z
P0001086,S0000897,cashlike,48316,USD,bank_A,broker_Y
P0001087,S0001930,letter_of_credit,84918,JPY,bank_A,broker_X
P0001088,S0004045,letter_of_credit,124972,USD,bank_C,broker_Y
P0001089,S0004631,letter_of_credit,143072,EUR,bank_C,broker_Y
P0001090,S0000556,wire,86130,USD,bank_B,broker_Y
P0001091,S0000571,cashlike,145413,USD,bank_B,broker_Z
P0001092,S0001694,cashlike,194026,USD,bank_C,broker_X
P0001093,S0004894,wire,88256,JPY,bank_C,broker_Z
P0001094,S0002175,wire,44128,EUR,bank_C,broker_X
P0001095,S0003784,letter_of_credit,28086,EUR,bank_C,broker_Z
P0001096,S0004625,letter_of_credit,126303,USD,bank_C,broker_Z
P0001097,S0001053,cashlike,148318,USD,bank_C,broker_X
P0001098,S0000061,cashlike,19392,EUR,bank_C,broker_X
P0001099,S0002129,cashlike,108896,EUR,bank_C,broker_Y
P0001100,S0004940,cashlike,153313,JPY,bank_A,broker_Z
P0001101,S0001800,letter_of_credit,69154,JPY,bank_B,broker_Y
P0001102,S0001348,cashlike,62319,EUR,bank_B,broker_Y
P0001103,S0002466,wire,170943,JPY,bank_A,broker_Z
P0001104,S0002191,letter_of_credit,177478,EUR,bank_B,broker_Z
P0001105,S0001709,letter_of_credit,22601,USD,bank_A,broker_Z
P0001106,S0000329,wire,3154,JPY,bank_B,broker_Y
P0001107,S0003376,letter_of_credit,180744,EUR,bank_A,broker_X
P0001108,S0003032,letter_of_credit,77249,USD,bank_A,broker_X
P0001109,S0003172,cashlike,54222,EUR,bank_C,broker_Z
P0001110,S0001084,letter_of_credit,188035,JPY,bank_B,broker_X
P0001111,S0003037,wire,165838,EUR,bank_B,broker_X
P0001112,S0000868,cashlike,15884,JPY,bank_A,broker_X
P0001113,S0003496,wire,137581,USD,bank_A,broker_Y
P0001114,S0003512,letter_of_credit,48797,EUR,bank_B,broker_X
P0001115,S0002981,cashlike,17415,USD,bank_B,broker_Y
P0001116,S0004283,letter_of_credit,10343,USD,bank_B,broker_Y
P0001117,S0004031,wire,100677,JPY,bank_B,broker_Z
P0001118,S0000041,letter_of_credit,170842,JPY,bank_B,broker_Y
P0001119,S0000150,cashlike,1674,JPY,bank_B,broker_Z
P0001120,S0003912,letter_of_credit,133032,USD,bank_A,broker_Z
P0001121,S0000172,letter_of_credit,76830,USD,bank_B,broker_X
P0001122,S0001512,wire,171699,EUR,bank_B,broker_X
P0001123,S0004720,cashlike,15256,JPY,bank_A,broker_Z
P0001124,S0001355,wire,148182,EUR,bank_C,broker_Y
P0001125,S0004188,wire,77029,USD,bank_A,broker_Y
P0001126,S0003812,letter_of_credit,74284,JPY,bank_C,broker_Z
P0001127,S0001999,letter_of_credit,199880,JPY,bank_C,broker_Y
P0001128,S0000826,wire,99409,JPY,bank_B,broker_X
P0001129,S0000948,cashlike,32516,JPY,bank_A,broker_X
P0001130,S0000977,cashlike,36896,USD,bank_C,broker_X
P0001131,S0001128,letter_of_credit,135253,USD,bank_A,broker_Y
P0001132,S0003878,cashlike,53774,EUR,bank_B,broker_Z
P0001133,S0002579,letter_of_credit,40147,USD,bank_A,broker_Z
P0001134,S0004924,wire,154175,JPY,bank_B,broker_Z
P0001135,S0000785,cashlike,167459,EUR,bank_C,broker_Y
P0001136,S0002500,letter_of_credit,153054,EUR,bank_A,broker_X
P0001137,S0000954,cashlike,166252,USD,bank_A,broker_Y
P0001138,S0001231,cashlike,120858,USD,bank_A,broker_Y
P0001139,S0004486,wire,79137,USD,bank_B,broker_X
P0001140,S0001215,cashlike,84035,EUR,bank_B,broker_Z
P0001141,S0003547,wire,25164,JPY,bank_C,broker_Z
P0001142,S0004503,cashlike,132940,EUR,bank_C,broker_Y
P0001143,S0003332,wire,4110,USD,bank_A,broker_Z
P0001144,S0002557,cashlike,82683,USD,bank_A,broker_Z
P0001145,S0002363,letter_of_credit,110002,JPY,bank_B,broker_X
P0001146,S0001396,wire,148040,EUR,bank_A,broker_X
P0001147,S0001057,wire,32996,JPY,bank_C,broker_X
P0001148,S0000635,wire,116043,USD,bank_A,broker_Z
P0001149,S0000534,wire,122442,JPY,bank_B,broker_Z
P0001150,S0000030,letter_of_credit,146828,EUR,bank_A,broker_Y
P0001151,S0001941,cashlike,161898,EUR,bank_A,broker_Y
P0001152,S0000100,cashlike,105431,EUR,bank_B,broker_Z
P0001153,S0001135,cashlike,15973,EUR,bank_B,broker_Z
P0001154,S0003722,wire,141746,USD,bank_C,broker_Z
P0001155,S0004779,wire,138950,JPY,bank_A,broker_Z
P0001156,S0000414,wire,54087,USD,bank_B,broker_X
P0001157,S0002829,letter_of_credit,80699,EUR,bank_C,broker_Y
P0001158,S0004975,letter_of_credit,98541,EUR,bank_B,broker_Y
P0001159,S0001022,wire,199860,USD,bank_C,broker_Y
P0001160,S0000325,wire,196411,EUR,bank_A,broker_Y
P0001161,S0003512,wire,33400,EUR,bank_C,broker_Z
P0001162,S0001997,cashlike,185864,EUR,bank_B,broker_Z
P0001163,S0003427,wire,144638,JPY,bank_B,broker_Y
P0001164,S0002196,letter_of_credit,5199,EUR,bank_A,broker_Z
P0001165,S0000937,letter_of_credit,114602,EUR,bank_A,broker_X
P0001166,S0000465,letter_of_credit,44272,JPY,bank_B,broker_Z
P0001167,S0001776,letter_of_credit,190453,USD,bank_A,broker_Y
P0001168,S0002979,letter_of_credit,190437,USD,bank_B,broker_Z
P0001169,S0001595,letter_of_credit,186686,EUR,bank_B,broker_Y
P0001170,S0002129,wire,60316,USD,bank_B,broker_Z
P0001171,S0000171,cashlike,102400,USD,bank_C,broker_X
P0001172,S0001870,letter_of_credit,179147,EUR,bank_A,broker_Z
P0001173,S0001139,letter_of_credit,181932,EUR,bank_A,broker_Y
P0001174,S0000636,letter_of_credit,197089,JPY,bank_B,broker_Y
P0001175,S0000592,wire,182157,USD,bank_B,broker_Z
P0001176,S0000297,cashlike,121869,USD,bank_B,broker_X
P0001177,S0004113,wire,24090,JPY,bank_B,broker_Z
P0001178,S0004580,wire,45593,USD,bank_C,broker_Z
P0001179,S0003212,letter_of_credit,26796,USD,bank_B,broker_Y
P0001180,S0000617,wire,6632,EUR,bank_A,broker_Y
P0001181,S0000207,cashlike,138073,EUR,bank_B,broker_Z
P0001182,S0003397,letter_of_credit,31183,JPY,bank_C,broker_Z
P0001183,S0002708,cashlike,47151,USD,bank_B,broker_X
P0001184,S0002411,letter_of_credit,14952,USD,bank_A,broker_Z
P0001185,S0002798,cashlike,17675,EUR,bank_B,broker_X
P0001186,S0001328,cashlike,61988,JPY,bank_A,broker_X
P0001187,S0000977,letter_of_credit,152945,USD,bank_C,broker_Z
P0001188,S0004568,wire,14233,JPY,bank_B,broker_Y
P0001189,S0002100,cashlike,145940,JPY,bank_A,broker_Z
P0001190,S0000305,wire,26085,USD,bank_C,broker_Y
P0001191,S0001250,letter_of_credit,198541,USD,bank_B,broker_X
P0001192,S0004136,wire,53529,JPY,bank_C,broker_X
P0001193,S0003378,letter_of_credit,26204,EUR,bank_A,broker_Y
P0001194,S0000894,cashlike,82887,USD,bank_C,broker_X
P0001195,S0004895,letter_of_credit,163583,USD,bank_A,broker_Y
P0001196,S0002875,letter_of_credit,77190,JPY,bank_C,broker_X
P0001197,S0003410,wire,122917,JPY,bank_C,broker_Z
P0001198,S0002045,wire,19803,EUR,bank_A,broker_Y
P0001199,S0004450,wire,151582,JPY,bank_A,broker_Z
P0001200,S0000478,cashlike,7011,USD,bank_B,broker_Z
P0001201,S0002640,letter_of_credit,80250,EUR,bank_B,broker_Z
P0001202,S0004788,wire,93502,EUR,bank_C,broker_Y
P0001203,S0003906,wire,59880,EUR,bank_C,broker_X
P0001204,S0004671,cashlike,9571,EUR,bank_A,broker_Y
P0001205,S0002905,cashlike,123187,USD,bank_A,broker_Y
P0001206,S0004589,cashlike,171624,JPY,bank_A,broker_Y
P0001207,S0000342,wire,133225,EUR,bank_C,broker_X
P0001208,S0000794,cashlike,170532,EUR,bank_C,broker_Y
P0001209,S0000019,letter_of_credit,82643,EUR,bank_A,broker_Y
P0001210,S0001522,cashlike,52449,USD,bank_B,broker_Z
P0001211,S0002683,wire,65898,USD,bank_C,broker_X
P0001212,S0001594,cashlike,132101,USD,bank_B,broker_Z
P0001213,S0003644,letter_of_credit,194378,JPY,bank_A,broker_Y
P0001214,S0002311,letter_of_credit,158779,JPY,bank_B,broker_Z
P0001215,S0002340,cashlike,46689,USD,bank_C,broker_Y
P0001216,S0000028,letter_of_credit,24315,JPY,bank_A,broker_Y
P0001217,S0004559,wire,181073,USD,bank_A,broker_Y
P0001218,S0003412,letter_of_credit,123922,EUR,bank_A,broker_Y
P0001219,S0000491,letter_of_credit,89306,USD,bank_B,broker_Z
P0001220,S0004563,cashlike,16782,JPY,bank_B,broker_X
P0001221,S0001328,wire,3164,USD,bank_C,broker_Z
P0001222,S0003451,letter_of_credit,4457,EUR,bank_A,broker_Y
P0001223,S0002208,wire,128796,EUR,bank_B,broker_X
P0001224,S0001142,cashlike,57254,USD,bank_B,broker_Y
P0001225,S0004149,letter_of_credit,199759,USD,bank_B,broker_Y
P0001226,S0000891,letter_of_credit,47409,JPY,bank_A,broker_Z
P0001227,S0002036,cashlike,150129,USD,bank_A,broker_Z
P0001228,S0004583,wire,15392,USD,bank_A,broker_X
P0001229,S0002091,letter_of_credit,48532,USD,bank_C,broker_Y
P0001230,S0004437,letter_of_credit,139168,USD,bank_A,broker_Z
P0001231,S0003603,cashlike,140823,JPY,bank_A,broker_Y
P0001232,S0004323,wire,18124,JPY,bank_B,broker_Y
P0001233,S0004277,cashlike,153481,JPY,bank_A,broker_Y
P0001234,S0004908,wire,100915,USD,bank_B,broker_Z
P0001235,S0000836,cashlike,154050,JPY,bank_B,broker_X
P0001236,S0000113,letter_of_credit,138539,USD,bank_C,broker_X
P0001237,S0000501,wire,139951,USD,bank_B,broker_X
P0001238,S0000105,cashlike,173588,EUR,bank_B,broker_Z
P0001239,S0002718,cashlike,178689,JPY,bank_C,broker_Z
P0001240,S0004682,letter_of_credit,127289,EUR,bank_A,broker_Y
P0001241,S0004624,wire,89875,EUR,bank_B,broker_X
P0001242,S0004017,cashlike,126364,EUR,bank_A,broker_Z
P0001243,S0004355,wire,179394,USD,bank_B,broker_X
P0001244,S0001896,cashlike,88014,USD,bank_A,broker_Y
P0001245,S0004273,cashlike,154153,EUR,bank_C,broker_Y
P0001246,S0004112,letter_of_credit,140427,EUR,bank_A,broker_Z
P0001247,S0004180,cashlike,110253,USD,bank_C,broker_Y
P0001248,S0002108,cashlike,143019,EUR,bank_C,broker_X
P0001249,S0000984,letter_of_credit,80405,USD,bank_B,broker_Y
P0001250,S0003774,letter_of_credit,10843,USD,bank_B,broker_X
P0001251,S0000172,cashlike,67697,USD,bank_C,broker_X
P0001252,S0000203,wire,170997,JPY,bank_C,broker_Y
P0001253,S0001704,wire,45703,USD,bank_C,broker_Y
P0001254,S0001379,wire,182306,JPY,bank_B,broker_X
P0001255,S0003077,letter_of_credit,169678,EUR,bank_A,broker_Y
P0001256,S0000351,cashlike,127880,USD,bank_A,broker_X
P0001257,S0001473,cashlike,91657,EUR,bank_C,broker_Y
P0001258,S0000827,wire,106003,EUR,bank_B,broker_X
P0001259,S0003413,letter_of_credit,137227,JPY,bank_C,broker_Z
P0001260,S0001379,cashlike,185447,EUR,bank_A,broker_X
P0001261,S0000112,letter_of_credit,134755,EUR,bank_B,broker_Z
P0001262,S0002331,cashlike,55620,USD,bank_B,broker_X
P0001263,S0003499,letter_of_credit,93814,USD,bank_B,broker_Y
P0001264,S0001808,cashlike,51967,JPY,bank_A,broker_Y
P0001265,S0003173,wire,78412,USD,bank_C,broker_X
P0001266,S0000441,cashlike,50332,JPY,bank_B,broker_X
P0001267,S0004890,cashlike,14659,EUR,bank_B,broker_X
P0001268,S0001348,letter_of_credit,15395,USD,bank_C,broker_Y
P0001269,S0002636,cashlike,98348,EUR,bank_A,broker_X
P0001270,S0003997,wire,69429,JPY,bank_C,broker_Y
P0001271,S0002405,wire,156358,JPY,bank_C,broker_X
P0001272,S0003970,letter_of_credit,37655,EUR,bank_C,broker_Z
P0001273,S0004471,cashlike,117712,USD,bank_A,broker_Z
P0001274,S0002084,letter_of_credit,111501,JPY,bank_A,broker_Z
P0001275,S0004612,cashlike,102793,USD,bank_B,broker_Z
P0001276,S0002916,cashlike,28736,USD,bank_B,broker_Y
P0001277,S0004419,cashlike,140710,USD,bank_A,broker_Y
P0001278,S0003343,wire,111809,EUR,bank_C,broker_X
P0001279,S0001587,letter_of_credit,11649,EUR,bank_A,broker_Y
P0001280,S0004888,cashlike,108953,USD,bank_C,broker_Y
P0001281,S0002630,wire,169650,EUR,bank_C,broker_X
P0001282,S0002097,letter_of_credit,41285,JPY,bank_C,broker_X
P0001283,S0004491,wire,123070,EUR,bank_A,broker_X
P0001284,S0000125,wire,58071,USD,bank_C,broker_X
P0001285,S0002233,wire,195424,USD,bank_C,broker_Z
P0001286,S0002596,letter_of_credit,91287,USD,bank_C,broker_X
P0001287,S0001025,wire,10096,JPY,bank_C,broker_X
P0001288,S0001175,letter_of_credit,123503,JPY,bank_B,broker_X
P0001289,S0001988,letter_of_credit,145088,EUR,bank_A,broker_X
P0001290,S0002293,wire,15768,EUR,bank_B,broker_X
P0001291,S0000000,letter_of_credit,79440,EUR,bank_C,broker_X
P0001292,S0001288,wire,28968,EUR,bank_B,broker_X
P0001293,S0004327,cashlike,163246,JPY,bank_C,broker_Y
P0001294,S0003604,cashlike,79924,EUR,bank_B,broker_Z
P0001295,S0002615,wire,87746,USD,bank_B,broker_Z
P0001296,S0002180,wire,83219,USD,bank_C,broker_X
P0001297,S0004086,letter_of_credit,7625,JPY,bank_A,broker_X
P0001298,S0002614,cashlike,13614,USD,bank_A,broker_Z
P0001299,S0004781,letter_of_credit,16257,JPY,bank_A,broker_Z
P0001300,S0004676,cashlike,181244,EUR,bank_C,broker_Y
P0001301,S0002232,cashlike,163917,EUR,bank_B,broker_X
P0001302,S0001512,cashlike,71240,USD,bank_C,broker_Z
P0001303,S0001284,wire,24246,USD,bank_C,broker_Y
P0001304,S0000934,cashlike,84435,USD,bank_C,broker_X
P0001305,S0004780,wire,190701,EUR,bank_B,broker_Z
P0001306,S0001254,wire,187125,JPY,bank_C,broker_X
P0001307,S0002427,letter_of_credit,10292,JPY,bank_B,broker_Z
P0001308,S0001751,cashlike,40447,JPY,bank_C,broker_Z
P0001309,S0000983,cashlike,192664,USD,bank_B,broker_Y
P0001310,S0001568,wire,100158,JPY,bank_A,broker_X
P0001311,S0001419,cashlike,149499,JPY,bank_C,broker_Y
P0001312,S0001025,wire,9012,USD,bank_B,broker_Z
P0001313,S0000564,wire,75295,EUR,bank_C,broker_Y
