shipment_id,exporter_id,domain,incoterm,mode,qty,unit,invoice_id,description
S0000626,E000632,maritime_port_equipment,CIF,air,363,L,INV587798,DESC maritime_port_equipment 51
S0000627,E001973,luxury_dual_use_consumer,CIF,air,61,kg,INV756250,DESC luxury_dual_use_consumer 667
S0000628,E001121,maritime_port_equipment,CIF,road,78,L,INV785098,DESC maritime_port_equipment 136
S0000629,E000843,luxury_dual_use_consumer,DAP,sea,426,pcs,INV382476,DESC luxury_dual_use_consumer 126
S0000630,E000854,luxury_dual_use_consumer,CIF,air,372,pcs,INV958265,DESC luxury_dual_use_consumer 589
S0000631,E000594,medical_bio_lab,CIF,road,130,pcs,INV737092,DESC medical_bio_lab 410
S0000632,E001465,aerospace_uas_avionics,DAP,air,363,kg,INV475591,DESC aerospace_uas_avionics 919
S0000633,E001168,maritime_port_equipment,FOB,sea,252,pcs,INV840093,DESC maritime_port_equipment 793
S0000634,E000683,energy_equipment,DAP,sea,384,kg,INV682208,DESC energy_equipment 672
S0000635,E000799,maritime_port_equipment,FOB,road,60,L,INV696084,DESC maritime_port_equipment 756
S0000636,E000902,chemicals_precursors,DAP,road,128,L,INV365857,DESC chemicals_precursors 657
S0000637,E000249,maritime_port_equipment,CIF,sea,447,kg,INV306824,DESC maritime_port_equipment 613
S0000638,E000377,medical_bio_lab,DAP,air,33,pcs,INV612875,DESC medical_bio_lab 95
S0000639,E001444,luxury_dual_use_consumer,CIF,road,239,L,INV450964,DESC luxury_dual_use_consumer 335
S0000640,E000286,maritime_port_equipment,DAP,road,140,kg,INV554195,DESC maritime_port_equipment 132
S0000641,E001204,machine_tools,CIF,sea,421,kg,INV828207,DESC machine_tools 339
S0000642,E000546,machine_tools,FOB,sea,224,L,INV222803,DESC machine_tools 887
S0000643,E000042,maritime_port_equipment,DAP,air,255,pcs,INV616141,DESC maritime_port_equipment 665
S0000644,E000322,chemicals_precursors,DAP,road,260,L,INV480983,DESC chemicals_precursors 532
S0000645,E000247,energy_equipment,CIF,road,445,L,INV188345,DESC energy_equipment 703
S0000646,E000713,chemicals_precursors,FOB,air,486,L,INV120400,DESC chemicals_precursors 970
S0000647,E001394,energy_equipment,FOB,road,236,pcs,INV945809,DESC energy_equipment 194
S0000648,E001664,luxury_dual_use_consumer,FOB,road,67,kg,INV725030,DESC luxury_dual_use_consumer 769
S0000649,E000220,luxury_dual_use_consumer,CIF,air,373,kg,INV420934,DESC luxury_dual_use_consumer 763
S0000650,E000859,machine_tools,FOB,sea,425,pcs,INV247802,DESC machine_tools 781
S0000651,E001898,energy_equipment,CIF,road,93,kg,INV352134,DESC energy_equipment 913
S0000652,E000110,luxury_dual_use_consumer,DAP,sea,51,kg,INV294354,DESC luxury_dual_use_consumer 216
S0000653,E001391,energy_equipment,DAP,road,400,L,INV510301,DESC energy_equipment 177
S0000654,E000249,luxury_dual_use_consumer,CIF,air,203,kg,INV817469,DESC luxury_dual_use_consumer 390
S0000655,E000895,aerospace_uas_avionics,DAP,sea,471,L,INV389452,DESC aerospace_uas_avionics 935
S0000656,E001744,energy_equipment,FOB,sea,94,kg,INV829888,DESC energy_equipment 240
S0000657,E001541,aerospace_uas_avionics,CIF,road,234,pcs,INV304307,DESC aerospace_uas_avionics 605
S0000658,E000530,energy_equipment,DAP,sea,484,kg,INV722236,DESC energy_equipment 823
S0000659,E001590,medical_bio_lab,FOB,air,288,kg,INV957757,DESC medical_bio_lab 502
S0000660,E001330,energy_equipment,FOB,air,229,L,INV421967,DESC energy_equipment 272
S0000661,E001482,machine_tools,DAP,sea,282,kg,INV397225,DESC machine_tools 716
S0000662,E001387,energy_equipment,CIF,road,500,L,INV406649,DESC energy_equipment 714
S0000663,E000863,medical_bio_lab,DAP,air,479,pcs,INV392910,DESC medical_bio_lab 652
S0000664,E000140,energy_equipment,DAP,sea,417,L,INV509251,DESC energy_equipment 847
S0000665,E000398,maritime_port_equipment,CIF,air,450,L,INV334931,DESC maritime_port_equipment 334
S0000666,E001089,chemicals_precursors,CIF,air,256,L,INV665072,DESC chemicals_precursors 836
S0000667,E001571,energy_equipment,DAP,road,407,pcs,INV255737,DESC energy_equipment 572
S0000668,E000499,medical_bio_lab,FOB,air,249,pcs,INV833050,DESC medical_bio_lab 558
S0000669,E001279,energy_equipment,FOB,sea,281,pcs,INV736726,DESC energy_equipment 254
S0000670,E001336,machine_tools,CIF,sea,119,L,INV430327,DESC machine_tools 778
S0000671,E000316,chemicals_precursors,FOB,sea,454,pcs,INV639162,DESC chemicals_precursors 205
S0000672,E001038,maritime_port_equipment,DAP,sea,211,pcs,INV223356,DESC maritime_port_equipment 605
S0000673,E001237,aerospace_uas_avionics,DAP,road,312,L,INV866677,DESC aerospace_uas_avionics 193
S0000674,E000617,maritime_port_equipment,DAP,sea,447,L,INV610182,DESC maritime_port_equipment 311
S0000675,E000908,medical_bio_lab,CIF,road,55,kg,INV335743,DESC medical_bio_lab 233
S0000676,E000811,machine_tools,CIF,sea,438,L,INV549681,DESC machine_tools 782
S0000677,E000856,aerospace_uas_avionics,DAP,sea,232,pcs,INV982065,DESC aerospace_uas_avionics 110
S0000678,E001569,medical_bio_lab,CIF,road,242,kg,INV173561,DESC medical_bio_lab 872
S0000679,E000730,maritime_port_equipment,FOB,sea,265,kg,INV578470,DESC maritime_port_equipment 391
S0000680,E000649,maritime_port_equipment,FOB,sea,357,L,INV935322,DESC maritime_port_equipment 383
S0000681,E000015,chemicals_precursors,DAP,air,167,kg,INV703043,DESC chemicals_precursors 124
S0000682,E000722,medical_bio_lab,FOB,sea,442,L,INV528582,DESC medical_bio_lab 332
S0000683,E001738,maritime_port_equipment,DAP,sea,75,pcs,INV454200,DESC maritime_port_equipment 588
S0000684,E000311,maritime_port_equipment,CIF,sea,310,L,INV626087,DESC maritime_port_equipment 648
S0000685,E000170,energy_equipment,DAP,air,318,pcs,INV656758,DESC energy_equipment 642
S0000686,E001778,energy_equipment,CIF,air,377,L,INV616048,DESC energy_equipment 765
S0000687,E000906,medical_bio_lab,DAP,sea,492,pcs,INV814975,DESC medical_bio_lab 551
S0000688,E001379,machine_tools,FOB,air,112,pcs,INV739179,DESC machine_tools 173
S0000689,E000272,medical_bio_lab,CIF,air,287,pcs,INV803842,DESC medical_bio_lab 194
S0000690,E001283,maritime_port_equipment,FOB,road,239,kg,INV729066,DESC maritime_port_equipment 781
S0000691,E001187,luxury_dual_use_consumer,FOB,air,290,kg,INV904529,DESC luxury_dual_use_consumer 815
S0000692,E001671,machine_tools,DAP,sea,66,pcs,INV704089,DESC machine_tools 827
S0000693,E000032,medical_bio_lab,CIF,road,309,L,INV651487,DESC medical_bio_lab 814
S0000694,E000002,chemicals_precursors,DAP,road,329,L,INV497125,DESC chemicals_precursors 483
S0000695,E000159,medical_bio_lab,FOB,sea,84,L,INV936474,DESC medical_bio_lab 943
S0000696,E000608,medical_bio_lab,FOB,sea,214,kg,INV319695,DESC medical_bio_lab 549
S0000697,E001169,machine_tools,DAP,air,110,L,INV835723,DESC machine_tools 166
S0000698,E001355,machine_tools,DAP,road,479,kg,INV862014,DESC machine_tools 257
S0000699,E001893,aerospace_uas_avionics,FOB,road,52,kg,INV232002,DESC aerospace_uas_avionics 607
S0000700,E000719,machine_tools,DAP,sea,467,pcs,INV165277,DESC machine_tools 188
S0000701,E001352,machine_tools,FOB,air,82,L,INV737122,DESC machine_tools 924
S0000702,E000727,chemicals_precursors,CIF,air,46,pcs,INV939583,DESC chemicals_precursors 164
S0000703,E000063,energy_equipment,FOB,air,162,pcs,INV129751,DESC energy_equipment 235
S0000704,E001558,medical_bio_lab,CIF,road,275,pcs,INV978453,DESC medical_bio_lab 939
S0000705,E001516,aerospace_uas_avionics,CIF,road,499,pcs,INV490798,DESC aerospace_uas_avionics 110
S0000706,E000048,aerospace_uas_avionics,DAP,air,9,kg,INV143216,DESC aerospace_uas_avionics 530
S0000707,E001053,medical_bio_lab,CIF,road,168,L,INV745516,DESC medical_bio_lab 863
S0000708,E000598,chemicals_precursors,CIF,air,130,kg,INV163391,DESC chemicals_precursors 620
S0000709,E000229,machine_tools,FOB,road,433,pcs,INV417644,DESC machine_tools 195
S0000710,E000948,luxury_dual_use_consumer,DAP,road,4,L,INV346637,DESC luxury_dual_use_consumer 506
S0000711,E000221,chemicals_precursors,DAP,air,2,kg,INV492861,DESC chemicals_precursors 837
S0000712,E000134,aerospace_uas_avionics,DAP,road,313,kg,INV647283,DESC aerospace_uas_avionics 356
S0000713,E000827,aerospace_uas_avionics,CIF,road,478,pcs,INV748021,DESC aerospace_uas_avionics 713
S0000714,E000397,luxury_dual_use_consumer,FOB,road,68,pcs,INV814664,DESC luxury_dual_use_consumer 379
S0000715,E000642,maritime_port_equipment,FOB,sea,174,L,INV450649,DESC maritime_port_equipment 404
S0000716,E000531,chemicals_precursors,FOB,sea,241,L,INV240856,DESC chemicals_precursors 541
S0000717,E000460,maritime_port_equipment,CIF,air,469,pcs,INV387579,DESC maritime_port_equipment 640
S0000718,E000778,energy_equipment,DAP,air,363,kg,INV213587,DESC energy_equipment 41
S0000719,E000194,luxury_dual_use_consumer,FOB,sea,46,pcs,INV679827,DESC luxury_dual_use_consumer 191
S0000720,E001049,luxury_dual_use_consumer,DAP,air,345,kg,INV798365,DESC luxury_dual_use_consumer 444
S0000721,E000221,machine_tools,DAP,sea,451,pcs,INV994619,DESC machine_tools 34
S0000722,E001521,chemicals_precursors,CIF,road,172,pcs,INV212090,DESC chemicals_precursors 316
S0000723,E000555,maritime_port_equipment,FOB,sea,31,L,INV767159,DESC maritime_port_equipment 608
S0000724,E001845,chemicals_precursors,FOB,air,481,pcs,INV404202,DESC chemicals_precursors 310
S0000725,E001404,luxury_dual_use_consumer,CIF,air,268,kg,INV670505,DESC luxury_dual_use_consumer 287
S0000726,E001997,chemicals_precursors,FOB,air,338,L,INV856083,DESC chemicals_precursors 612
S0000727,E000617,medical_bio_lab,DAP,air,451,L,INV175176,DESC medical_bio_lab 303
S0000728,E000832,aerospace_uas_avionics,DAP,sea,221,L,INV679904,DESC aerospace_uas_avionics 955
S0000729,E000832,aerospace_uas_avionics,CIF,air,194,pcs,INV999173,DESC aerospace_uas_avionics 303
S0000730,E001872,medical_bio_lab,DAP,air,124,pcs,INV148239,DESC medical_bio_lab 157
S0000731,E000998,machine_tools,FOB,sea,381,kg,INV191831,DESC machine_tools 893
S0000732,E001219,machine_tools,FOB,road,130,pcs,INV649276,DESC machine_tools 987
S0000733,E000610,luxury_dual_use_consumer,FOB,road,30,pcs,INV789622,DESC luxury_dual_use_consumer 922
S0000734,E001744,medical_bio_lab,FOB,sea,84,pcs,INV778043,DESC medical_bio_lab 880
S0000735,E000595,aerospace_uas_avionics,DAP,road,466,L,INV456029,DESC aerospace_uas_avionics 967
S0000736,E001057,machine_tools,CIF,sea,178,L,INV765175,DESC machine_tools 991
S0000737,E001891,machine_tools,FOB,sea,418,pcs,INV245179,DESC machine_tools 452
S0000738,E000916,energy_equipment,FOB,sea,205,pcs,INV131227,DESC energy_equipment 959
S0000739,E000712,maritime_port_equipment,DAP,air,483,kg,INV411452,DESC maritime_port_equipment 734
S0000740,E001990,energy_equipment,CIF,air,160,kg,INV278425,DESC energy_equipment 178
S0000741,E000083,chemicals_precursors,CIF,sea,288,L,INV484633,DESC chemicals_precursors 284
S0000742,E001933,maritime_port_equipment,DAP,road,213,kg,INV379886,DESC maritime_port_equipment 869
S0000743,E001936,medical_bio_lab,CIF,road,352,kg,INV210334,DESC medical_bio_lab 510
S0000744,E000591,chemicals_precursors,DAP,sea,315,pcs,INV440620,DESC chemicals_precursors 234
S0000745,E001753,chemicals_precursors,CIF,air,48,pcs,INV362685,DESC chemicals_precursors 40
S0000746,E000286,medical_bio_lab,CIF,sea,298,kg,INV776220,DESC medical_bio_lab 968
S0000747,E001460,luxury_dual_use_consumer,DAP,air,106,kg,INV713955,DESC luxury_dual_use_consumer 84
S0000748,E001444,maritime_port_equipment,DAP,road,334,L,INV253124,DESC maritime_port_equipment 466
S0000749,E000588,energy_equipment,DAP,sea,341,L,INV245942,DESC energy_equipment 391
S0000750,E001628,machine_tools,CIF,sea,222,L,INV228519,DESC machine_tools 889
S0000751,E001075,luxury_dual_use_consumer,CIF,road,305,kg,INV133949,DESC luxury_dual_use_consumer 850
S0000752,E000768,energy_equipment,CIF,road,397,pcs,INV479184,DESC energy_equipment 31
S0000753,E001092,energy_equipment,FOB,road,437,pcs,INV415972,DESC energy_equipment 744
S0000754,E000054,medical_bio_lab,DAP,sea,6,kg,INV122472,DESC medical_bio_lab 51
S0000755,E000616,energy_equipment,DAP,sea,206,kg,INV125889,DESC energy_equipment 545
S0000756,E001307,machine_tools,CIF,sea,206,L,INV499160,DESC machine_tools 112
S0000757,E001598,machine_tools,DAP,road,101,pcs,INV871136,DESC machine_tools 255
S0000758,E001645,machine_tools,FOB,sea,50,pcs,INV482285,DESC machine_tools 806
S0000759,E001653,luxury_dual_use_consumer,FOB,air,393,pcs,INV270879,DESC luxury_dual_use_consumer 773
S0000760,E000538,energy_equipment,CIF,sea,87,L,INV336728,DESC energy_equipment 522
S0000761,E001431,chemicals_precursors,DAP,road,309,L,INV633409,DESC chemicals_precursors 304
S0000762,E001563,energy_equipment,CIF,road,94,pcs,INV564056,DESC energy_equipment 954
S0000763,E000418,energy_equipment,CIF,road,456,L,INV729070,DESC energy_equipment 768
S0000764,E000062,aerospace_uas_avionics,FOB,road,496,L,INV411103,DESC aerospace_uas_avionics 863
S0000765,E001635,energy_equipment,FOB,air,303,kg,INV858152,DESC energy_equipment 237
S0000766,E001751,machine_tools,DAP,road,59,kg,INV212698,DESC machine_tools 752
S0000767,E000976,chemicals_precursors,CIF,road,496,L,INV909967,DESC chemicals_precursors 406
S0000768,E000266,maritime_port_equipment,FOB,road,225,L,INV156852,DESC maritime_port_equipment 595
S0000769,E001085,medical_bio_lab,CIF,air,447,pcs,INV472867,DESC medical_bio_lab 528
S0000770,E000088,machine_tools,FOB,road,189,pcs,INV316534,DESC machine_tools 41
S0000771,E001179,energy_equipment,FOB,road,413,kg,INV184332,DESC energy_equipment 917
S0000772,E001533,aerospace_uas_avionics,CIF,air,269,pcs,INV634056,DESC aerospace_uas_avionics 413
S0000773,E000067,machine_tools,DAP,sea,310,L,INV965434,DESC machine_tools 573
S0000774,E001720,chemicals_precursors,DAP,sea,319,kg,INV296057,DESC chemicals_precursors 562
S0000775,E001509,maritime_port_equipment,CIF,air,312,kg,INV780985,DESC maritime_port_equipment 871
S0000776,E001390,luxury_dual_use_consumer,FOB,road,500,kg,INV625403,DESC luxury_dual_use_consumer 688
S0000777,E000742,chemicals_precursors,CIF,air,31,L,INV607877,DESC chemicals_precursors 946
S0000778,E001047,aerospace_uas_avionics,DAP,sea,119,kg,INV109287,DESC aerospace_uas_avionics 963
S0000779,E000775,chemicals_precursors,DAP,air,107,pcs,INV966129,DESC chemicals_precursors 870
S0000780,E001518,medical_bio_lab,CIF,road,294,kg,INV919224,DESC medical_bio_lab 287
S0000781,E001056,chemicals_precursors,FOB,sea,92,L,INV202263,DESC chemicals_precursors 623
S0000782,E001521,machine_tools,FOB,air,123,pcs,INV150168,DESC machine_tools 801
S0000783,E000410,aerospace_uas_avionics,DAP,air,264,pcs,INV791903,DESC aerospace_uas_avionics 376
S0000784,E000272,luxury_dual_use_consumer,FOB,road,183,pcs,INV549286,DESC luxury_dual_use_consumer 879
S0000785,E001234,chemicals_precursors,FOB,air,258,pcs,INV553438,DESC chemicals_precursors 659
S0000786,E001380,chemicals_precursors,CIF,air,51,L,INV544788,DESC chemicals_precursors 61
S0000787,E000921,maritime_port_equipment,DAP,road,117,L,INV626783,DESC maritime_port_equipment 273
S0000788,E001769,chemicals_precursors,FOB,road,101,pcs,INV562743,DESC chemicals_precursors 779
S0000789,E001897,maritime_port_equipment,DAP,sea,218,kg,INV876765,DESC maritime_port_equipment 580
S0000790,E000635,luxury_dual_use_consumer,FOB,sea,284,L,INV239425,DESC luxury_dual_use_consumer 709
S0000791,E001835,energy_equipment,CIF,sea,184,pcs,INV228075,DESC energy_equipment 271
S0000792,E000665,luxury_dual_use_consumer,CIF,air,351,L,INV590091,DESC luxury_dual_use_consumer 146
S0000793,E000479,maritime_port_equipment,DAP,air,389,pcs,INV948379,DESC maritime_port_equipment 11
S0000794,E000308,luxury_dual_use_consumer,FOB,air,407,L,INV245856,DESC luxury_dual_use_consumer 157
S0000795,E001042,medical_bio_lab,CIF,sea,74,L,INV571091,DESC medical_bio_lab 196
S0000796,E000229,maritime_port_equipment,DAP,air,294,L,INV741975,DESC maritime_port_equipment 817
S0000797,E000323,maritime_port_equipment,DAP,road,119,L,INV578188,DESC maritime_port_equipment 176
S0000798,E001029,chemicals_precursors,DAP,air,423,L,INV787108,DESC chemicals_precursors 89
S0000799,E001496,machine_tools,FOB,sea,363,kg,INV773549,DESC machine_tools 185
S0000800,E000642,maritime_port_equipment,CIF,road,470,L,INV131741,DESC maritime_port_equipment 479
S0000801,E000724,aerospace_uas_avionics,CIF,road,451,L,INV212771,DESC aerospace_uas_avionics 543
S0000802,E000907,machine_tools,CIF,road,125,kg,INV150132,DESC machine_tools 706
S0000803,E000503,energy_equipment,FOB,air,118,kg,INV358906,DESC energy_equipment 890
S0000804,E001524,aerospace_uas_avionics,DAP,road,238,pcs,INV543431,DESC aerospace_uas_avionics 210
S0000805,E001178,maritime_port_equipment,CIF,air,483,L,INV121107,DESC maritime_port_equipment 103
S0000806,E000667,maritime_port_equipment,DAP,air,291,L,INV532582,DESC maritime_port_equipment 843
S0000807,E000072,medical_bio_lab,DAP,sea,379,L,INV506841,DESC medical_bio_lab 26
S0000808,E000459,aerospace_uas_avionics,FOB,air,13,kg,INV441169,DESC aerospace_uas_avionics 937
S0000809,E001950,luxury_dual_use_consumer,CIF,sea,275,pcs,INV784016,DESC luxury_dual_use_consumer 508
S0000810,E000147,aerospace_uas_avionics,FOB,air,99,pcs,INV973959,DESC aerospace_uas_avionics 451
S0000811,E001877,energy_equipment,CIF,air,337,pcs,INV853110,DESC energy_equipment 350
S0000812,E001240,luxury_dual_use_consumer,FOB,sea,341,L,INV724512,DESC luxury_dual_use_consumer 783
S0000813,E000651,aerospace_uas_avionics,FOB,road,273,kg,INV617529,DESC aerospace_uas_avionics 1
S0000814,E001790,chemicals_precursors,FOB,air,48,L,INV693046,DESC chemicals_precursors 837
S0000815,E000835,chemicals_precursors,CIF,sea,71,pcs,INV858508,DESC chemicals_precursors 229
S0000816,E000921,luxury_dual_use_consumer,CIF,road,119,pcs,INV119249,DESC luxury_dual_use_consumer 137
S0000817,E000927,aerospace_uas_avionics,CIF,air,431,pcs,INV746052,DESC aerospace_uas_avionics 893
S0000818,E001681,chemicals_precursors,FOB,air,355,kg,INV263009,DESC chemicals_precursors 372
S0000819,E001950,medical_bio_lab,CIF,sea,224,kg,INV510176,DESC medical_bio_lab 114
S0000820,E001919,luxury_dual_use_consumer,CIF,sea,307,kg,INV418029,DESC luxury_dual_use_consumer 287
S0000821,E001178,machine_tools,DAP,air,320,L,INV586023,DESC machine_tools 626
S0000822,E001523,medical_bio_lab,CIF,road,75,kg,INV133634,DESC medical_bio_lab 796
S0000823,E001542,chemicals_precursors,FOB,road,7,L,INV646462,DESC chemicals_precursors 572
S0000824,E000001,energy_equipment,FOB,road,308,L,INV192497,DESC energy_equipment 196
S0000825,E000979,medical_bio_lab,CIF,sea,115,L,INV321155,DESC medical_bio_lab 106
S0000826,E001264,energy_equipment,CIF,road,370,kg,INV484966,DESC energy_equipment 617
S0000827,E001139,luxury_dual_use_consumer,FOB,sea,89,L,INV879787,DESC luxury_dual_use_consumer 530
S0000828,E001802,machine_tools,DAP,road,145,L,INV446471,DESC machine_tools 690
S0000829,E001122,aerospace_uas_avionics,DAP,air,169,L,INV719412,DESC aerospace_uas_avionics 142
S0000830,E000296,aerospace_uas_avionics,CIF,road,276,L,INV282514,DESC aerospace_uas_avionics 864
S0000831,E001927,luxury_dual_use_consumer,DAP,road,202,pcs,INV860432,DESC luxury_dual_use_consumer 540
S0000832,E000720,energy_equipment,DAP,air,72,L,INV202208,DESC energy_equipment 278
S0000833,E000518,aerospace_uas_avionics,DAP,sea,171,kg,INV523901,DESC aerospace_uas_avionics 105
S0000834,E001226,aerospace_uas_avionics,FOB,air,42,kg,INV804794,DESC aerospace_uas_avionics 288
S0000835,E000136,maritime_port_equipment,DAP,air,354,pcs,INV240738,DESC maritime_port_equipment 688
S0000836,E001179,luxury_dual_use_consumer,CIF,road,272,pcs,INV634646,DESC luxury_dual_use_consumer 762
S0000837,E001191,chemicals_precursors,CIF,road,8,L,INV263370,DESC chemicals_precursors 703
S0000838,E001653,medical_bio_lab,FOB,road,10,pcs,INV918090,DESC medical_bio_lab 432
S0000839,E000164,aerospace_uas_avionics,DAP,sea,92,pcs,INV224064,DESC aerospace_uas_avionics 908
S0000840,E000218,energy_equipment,FOB,air,443,kg,INV136084,DESC energy_equipment 518
S0000841,E000529,aerospace_uas_avionics,CIF,road,170,L,INV841514,DESC aerospace_uas_avionics 595
S0000842,E000509,luxury_dual_use_consumer,FOB,air,390,kg,INV228612,DESC luxury_dual_use_consumer 884
S0000843,E000584,luxury_dual_use_consumer,DAP,sea,496,kg,INV684336,DESC luxury_dual_use_consumer 306
S0000844,E001129,energy_equipment,CIF,air,471,L,INV941269,DESC energy_equipment 192
S0000845,E001048,chemicals_precursors,FOB,air,83,L,INV613333,DESC chemicals_precursors 651
S0000846,E001899,maritime_port_equipment,CIF,air,14,kg,INV140148,DESC maritime_port_equipment 939
S0000847,E000192,chemicals_precursors,CIF,air,33,pcs,INV209615,DESC chemicals_precursors 368
S0000848,E000673,machine_tools,CIF,road,430,L,INV566450,DESC machine_tools 414
S0000849,E000805,aerospace_uas_avionics,CIF,sea,487,L,INV773220,DESC aerospace_uas_avionics 893
S0000850,E000343,maritime_port_equipment,FOB,sea,459,pcs,INV719829,DESC maritime_port_equipment 122
S0000851,E001203,medical_bio_lab,DAP,air,106,pcs,INV599354,DESC medical_bio_lab 361
S0000852,E001451,aerospace_uas_avionics,CIF,air,266,pcs,INV437360,DESC aerospace_uas_avionics 501
S0000853,E001596,luxury_dual_use_consumer,DAP,road,164,kg,INV979402,DESC luxury_dual_use_consumer 349
S0000854,E001814,machine_tools,DAP,road,464,L,INV213766,DESC machine_tools 685
S0000855,E000814,chemicals_precursors,DAP,road,418,pcs,INV206571,DESC chemicals_precursors 470
S0000856,E000667,medical_bio_lab,DAP,sea,107,pcs,INV774548,DESC medical_bio_lab 80
S0000857,E001064,machine_tools,DAP,air,30,L,INV494783,DESC machine_tools 90
S0000858,E000654,maritime_port_equipment,DAP,air,146,pcs,INV467221,DESC maritime_port_equipment 570
S0000859,E001164,chemicals_precursors,CIF,road,44,kg,INV962407,DESC chemicals_precursors 482
S0000860,E000435,maritime_port_equipment,CIF,road,329,pcs,INV488993,DESC maritime_port_equipment 407
S0000861,E001400,machine_tools,CIF,road,241,kg,INV369743,DESC machine_tools 88
S0000862,E001956,medical_bio_lab,DAP,road,146,kg,INV142551,DESC medical_bio_lab 63
S0000863,E000366,machine_tools,DAP,sea,141,pcs,INV215357,DESC machine_tools 532
S0000864,E000358,medical_bio_lab,CIF,air,159,pcs,INV586052,DESC medical_bio_lab 307
S0000865,E001675,medical_bio_lab,CIF,road,366,kg,INV809973,DESC medical_bio_lab 47
S0000866,E001649,machine_tools,FOB,sea,238,kg,INV500554,DESC machine_tools 834
S0000867,E000218,machine_tools,CIF,air,299,kg,INV383869,DESC machine_tools 471
S0000868,E000214,chemicals_precursors,DAP,air,231,kg,INV699566,DESC chemicals_precursors 436
S0000869,E000718,chemicals_precursors,FOB,road,420,pcs,INV366173,DESC chemicals_precursors 286
S0000870,E001564,medical_bio_lab,DAP,air,301,L,INV978169,DESC medical_bio_lab 319
S0000871,E001924,energy_equipment,CIF,air,339,kg,INV932993,DESC energy_equipment 513
S0000872,E001045,luxury_dual_use_consumer,CIF,sea,108,pcs,INV271344,DESC luxury_dual_use_consumer 664
S0000873,E001603,aerospace_uas_avionics,FOB,sea,224,L,INV730423,DESC aerospace_uas_avionics 725
S0000874,E001121,medical_bio_lab,FOB,air,16,pcs,INV469443,DESC medical_bio_lab 233
S0000875,E000591,aerospace_uas_avionics,FOB,road,264,L,INV505720,DESC aerospace_uas_avionics 781
S0000876,E000226,maritime_port_equipment,DAP,air,270,kg,INV556746,DESC maritime_port_equipment 7
S0000877,E000295,energy_equipment,CIF,air,432,pcs,INV649714,DESC energy_equipment 446
S0000878,E000582,maritime_port_equipment,FOB,road,189,pcs,INV997754,DESC maritime_port_equipment 827
S0000879,E001576,aerospace_uas_avionics,DAP,sea,288,L,INV943401,DESC aerospace_uas_avionics 213
S0000880,E000825,medical_bio_lab,FOB,air,256,kg,INV466518,DESC medical_bio_lab 437
S0000881,E000339,luxury_dual_use_consumer,FOB,air,186,L,INV355890,DESC luxury_dual_use_consumer 171
S0000882,E000846,maritime_port_equipment,FOB,air,316,kg,INV669999,DESC maritime_port_equipment 791
S0000883,E000902,aerospace_uas_avionics,DAP,sea,466,L,INV152317,DESC aerospace_uas_avionics 857
S0000884,E001108,maritime_port_equipment,CIF,sea,433,L,INV329115,DESC maritime_port_equipment 364
S0000885,E000764,luxury_dual_use_consumer,DAP,sea,315,kg,INV725735,DESC luxury_dual_use_consumer 422
S0000886,E000214,energy_equipment,CIF,road,239,pcs,INV503755,DESC energy_equipment 682
S0000887,E001337,energy_equipment,CIF,sea,362,pcs,INV521618,DESC energy_equipment 139
S0000888,E000010,aerospace_uas_avionics,CIF,air,373,L,INV633350,DESC aerospace_uas_avionics 752
S0000889,E001210,aerospace_uas_avionics,FOB,sea,20,L,INV280394,DESC aerospace_uas_avionics 591
S0000890,E001865,luxury_dual_use_consumer,DAP,road,259,L,INV413643,DESC luxury_dual_use_consumer 412
S0000891,E001749,chemicals_precursors,DAP,air,90,pcs,INV205120,DESC chemicals_precursors 77
S0000892,E001510,chemicals_precursors,FOB,sea,7,L,INV113502,DESC chemicals_precursors 971
S0000893,E000191,energy_equipment,CIF,air,472,L,INV952196,DESC energy_equipment 139
S0000894,E001516,chemicals_precursors,FOB,sea,128,pcs,INV319423,DESC chemicals_precursors 674
S0000895,E001928,aerospace_uas_avionics,DAP,air,325,L,INV732203,DESC aerospace_uas_avionics 313
S0000896,E001918,aerospace_uas_avionics,DAP,road,269,kg,INV944089,DESC aerospace_uas_avionics 613
S0000897,E001025,maritime_port_equipment,DAP,air,477,kg,INV349373,DESC maritime_port_equipment 490
S0000898,E001878,medical_bio_lab,DAP,road,430,L,INV262781,DESC medical_bio_lab 105
S0000899,E000631,luxury_dual_use_consumer,CIF,air,308,L,INV664997,DESC luxury_dual_use_consumer 74
S0000900,E001126,luxury_dual_use_consumer,DAP,sea,237,pcs,INV997073,DESC luxury_dual_use_consumer 980
S0000901,E001289,chemicals_precursors,CIF,road,310,pcs,INV281112,DESC chemicals_precursors 876
S0000902,E001276,machine_tools,DAP,air,96,kg,INV281929,DESC machine_tools 676
S0000903,E001738,luxury_dual_use_consumer,CIF,road,433,L,INV871910,DESC luxury_dual_use_consumer 598
S0000904,E001235,aerospace_uas_avionics,FOB,air,170,kg,INV895013,DESC aerospace_uas_avionics 751
S0000905,E001493,luxury_dual_use_consumer,CIF,road,387,pcs,INV197818,DESC luxury_dual_use_consumer 885
S0000906,E000684,machine_tools,FOB,road,323,L,INV746212,DESC machine_tools 886
S0000907,E000585,luxury_dual_use_consumer,CIF,road,21,pcs,INV148117,DESC luxury_dual_use_consumer 849
S0000908,E001855,machine_tools,FOB,sea,434,L,INV444906,DESC machine_tools 663
