svc_id,entity_id,kind,hours,notes
SV000723,E001801,contract_mfg,80,notes
SV000724,E000850,engineering,133,notes
SV000725,E000260,contract_mfg,111,notes
SV000726,E000564,engineering,117,notes
SV000727,E001735,contract_mfg,127,notes
SV000728,E000491,contract_mfg,48,notes
SV000729,E000890,contract_mfg,129,notes
SV000730,E000089,contract_mfg,85,notes
SV000731,E001473,maintenance,120,notes
SV000732,E000095,maintenance,49,notes
SV000733,E001212,maintenance,24,notes
SV000734,E001135,contract_mfg,21,notes
SV000735,E000488,engineering,187,notes
SV000736,E001982,contract_mfg,110,notes
SV000737,E000292,maintenance,44,notes
SV000738,E001399,contract_mfg,56,notes
SV000739,E001613,engineering,98,notes
SV000740,E000970,contract_mfg,74,notes
SV000741,E001526,engineering,105,notes
SV000742,E000159,maintenance,197,notes
SV000743,E001122,maintenance,139,notes
SV000744,E000719,engineering,165,notes
SV000745,E001632,engineering,198,notes
SV000746,E001614,maintenance,170,notes
SV000747,E000129,engineering,36,notes
SV000748,E000823,contract_mfg,115,notes
SV000749,E000096,contract_mfg,87,notes
SV000750,E001241,contract_mfg,159,notes
SV000751,E001345,maintenance,181,notes
SV000752,E001851,contract_mfg,31,notes
SV000753,E000024,maintenance,2,notes
SV000754,E001396,contract_mfg,42,notes
SV000755,E000530,contract_mfg,185,notes
SV000756,E000379,maintenance,134,notes
SV000757,E001669,maintenance,108,notes
SV000758,E001551,engineering,7,notes
SV000759,E000180,engineering,176,notes
SV000760,E000635,engineering,83,notes
SV000761,E001592,maintenance,102,notes
SV000762,E000276,maintenance,7,notes
SV000763,E001327,engineering,102,notes
SV000764,E001895,engineering,191,notes
SV000765,E001602,maintenance,38,notes
SV000766,E000218,engineering,28,notes
SV000767,E001781,engineering,150,notes
SV000768,E000594,maintenance,61,notes
SV000769,E000470,engineering,172,notes
SV000770,E001222,contract_mfg,65,notes
SV000771,E001841,engineering,46,notes
SV000772,E001886,engineering,179,notes
SV000773,E000751,engineering,128,notes
SV000774,E001616,maintenance,73,notes
SV000775,E000146,contract_mfg,189,notes
SV000776,E000220,contract_mfg,91,notes
SV000777,E001169,maintenance,16,notes
SV000778,E001312,contract_mfg,51,notes
SV000779,E000396,maintenance,123,notes
SV000780,E000483,contract_mfg,14,notes
SV000781,E001209,engineering,33,notes
SV000782,E000310,maintenance,178,notes
SV000783,E001101,contract_mfg,116,notes
SV000784,E001555,maintenance,70,notes
SV000785,E001389,maintenance,155,notes
SV000786,E001024,maintenance,199,notes
SV000787,E001928,maintenance,113,notes
SV000788,E001516,engineering,49,notes
SV000789,E000482,maintenance,24,notes
SV000790,E001906,engineering,105,notes
SV000791,E001424,contract_mfg,79,notes
SV000792,E000267,contract_mfg,194,notes
SV000793,E000348,maintenance,194,notes
SV000794,E000267,maintenance,124,notes
SV000795,E000256,contract_mfg,186,notes
SV000796,E001670,engineering,175,notes
SV000797,E001674,maintenance,49,notes
SV000798,E001443,engineering,26,notes
SV000799,E000752,maintenance,55,notes
SV000800,E000112,engineering,191,notes
SV000801,E000523,engineering,60,notes
SV000802,E001331,engineering,130,notes
SV000803,E000470,maintenance,182,notes
SV000804,E001698,maintenance,65,notes
SV000805,E001241,engineering,141,notes
SV000806,E000748,engineering,92,notes
SV000807,E001437,contract_mfg,189,notes
SV000808,E001987,maintenance,161,notes
SV000809,E000600,maintenance,90,notes
SV000810,E000161,contract_mfg,67,notes
SV000811,E000355,contract_mfg,72,notes
SV000812,E000623,contract_mfg,76,notes
SV000813,E001691,contract_mfg,164,notes
SV000814,E000352,contract_mfg,92,notes
SV000815,E001043,contract_mfg,134,notes
SV000816,E000839,engineering,6,notes
SV000817,E001583,engineering,181,notes
SV000818,E000585,contract_mfg,170,notes
SV000819,E001758,contract_mfg,190,notes
SV000820,E000248,maintenance,144,notes
SV000821,E001463,maintenance,189,notes
SV000822,E001550,maintenance,9,notes
SV000823,E001074,maintenance,123,notes
SV000824,E000897,contract_mfg,155,notes
SV000825,E001044,maintenance,14,notes
SV000826,E001178,engineering,133,notes
SV000827,E000110,maintenance,145,notes
SV000828,E000062,maintenance,121,notes
SV000829,E001376,contract_mfg,137,notes
SV000830,E001965,engineering,183,notes
SV000831,E000080,contract_mfg,168,notes
SV000832,E001411,maintenance,193,notes
SV000833,E001065,contract_mfg,120,notes
SV000834,E000115,contract_mfg,172,notes
SV000835,E000783,maintenance,7,notes
SV000836,E000588,contract_mfg,109,notes
SV000837,E001576,contract_mfg,57,notes
SV000838,E001556,contract_mfg,36,notes
SV000839,E001998,contract_mfg,162,notes
SV000840,E000103,engineering,12,notes
SV000841,E000548,engineering,162,notes
SV000842,E001509,maintenance,135,notes
SV000843,E000647,engineering,22,notes
SV000844,E000515,engineering,170,notes
SV000845,E001450,engineering,75,notes
SV000846,E001012,maintenance,26,notes
SV000847,E001197,contract_mfg,143,notes
SV000848,E000897,maintenance,186,notes
SV000849,E000304,contract_mfg,130,notes
SV000850,E001447,maintenance,16,notes
SV000851,E001470,maintenance,198,notes
SV000852,E000533,maintenance,61,notes
SV000853,E000800,engineering,92,notes
SV000854,E000265,contract_mfg,139,notes
SV000855,E000677,engineering,11,notes
SV000856,E001150,maintenance,106,notes
SV000857,E000959,maintenance,196,notes
SV000858,E000937,engineering,144,notes
SV000859,E000352,maintenance,67,notes
SV000860,E000937,contract_mfg,18,notes
SV000861,E000045,contract_mfg,152,notes
SV000862,E001952,contract_mfg,174,notes
SV000863,E000560,contract_mfg,148,notes
SV000864,E000400,contract_mfg,83,notes
SV000865,E000293,engineering,89,notes
SV000866,E001179,engineering,196,notes
SV000867,E001244,engineering,59,notes
SV000868,E000856,contract_mfg,64,notes
SV000869,E001091,maintenance,100,notes
SV000870,E001009,contract_mfg,108,notes
SV000871,E000913,engineering,194,notes
SV000872,E000970,engineering,31,notes
SV000873,E000758,engineering,22,notes
SV000874,E001564,contract_mfg,148,notes
SV000875,E001003,maintenance,106,notes
SV000876,E001323,contract_mfg,129,notes
SV000877,E001528,contract_mfg,76,notes
SV000878,E001827,contract_mfg,34,notes
SV000879,E001954,contract_mfg,82,notes
SV000880,E000701,engineering,68,notes
SV000881,E001439,contract_mfg,52,notes
SV000882,E000252,engineering,65,notes
SV000883,E001928,maintenance,9,notes
SV000884,E000158,contract_mfg,99,notes
SV000885,E001370,engineering,152,notes
SV000886,E000329,maintenance,187,notes
SV000887,E001010,maintenance,120,notes
SV000888,E001167,contract_mfg,167,notes
SV000889,E000135,maintenance,152,notes
SV000890,E000660,maintenance,122,notes
SV000891,E001939,engineering,184,notes
SV000892,E000753,contract_mfg,5,notes
SV000893,E000239,engineering,121,notes
SV000894,E000590,engineering,193,notes
SV000895,E001177,contract_mfg,148,notes
SV000896,E000996,contract_mfg,127,notes
SV000897,E001158,maintenance,182,notes
SV000898,E000040,contract_mfg,136,notes
SV000899,E000397,maintenance,66,notes
SV000900,E000864,engineering,122,notes
SV000901,E000301,maintenance,150,notes
SV000902,E001292,contract_mfg,180,notes
SV000903,E001569,contract_mfg,129,notes
SV000904,E001411,maintenance,150,notes
SV000905,E001104,contract_mfg,40,notes
SV000906,E001978,maintenance,48,notes
SV000907,E000650,maintenance,121,notes
SV000908,E000870,contract_mfg,105,notes
SV000909,E001538,engineering,1,notes
SV000910,E001340,engineering,53,notes
SV000911,E000634,engineering,104,notes
SV000912,E000133,engineering,55,notes
SV000913,E001071,contract_mfg,70,notes
SV000914,E000008,engineering,136,notes
SV000915,E000087,engineering,55,notes
SV000916,E000866,engineering,85,notes
SV000917,E001921,engineering,40,notes
SV000918,E001868,contract_mfg,114,notes
SV000919,E001859,engineering,116,notes
SV000920,E001320,contract_mfg,112,notes
SV000921,E000720,contract_mfg,36,notes
SV000922,E001335,maintenance,72,notes
SV000923,E001863,engineering,187,notes
SV000924,E001040,maintenance,68,notes
SV000925,E001466,engineering,157,notes
SV000926,E000002,maintenance,108,notes
SV000927,E000812,engineering,10,notes
SV000928,E000266,maintenance,77,notes
SV000929,E000567,contract_mfg,75,notes
SV000930,E001811,contract_mfg,165,notes
SV000931,E001784,engineering,149,notes
SV000932,E000979,engineering,52,notes
SV000933,E000088,maintenance,2,notes
SV000934,E000667,maintenance,147,notes
SV000935,E001654,contract_mfg,28,notes
SV000936,E001727,contract_mfg,33,notes
SV000937,E001501,maintenance,76,notes
SV000938,E001075,engineering,147,notes
SV000939,E000785,engineering,121,notes
SV000940,E000524,engineering,174,notes
SV000941,E000349,engineering,40,notes
SV000942,E000749,maintenance,6,notes
SV000943,E000379,engineering,181,notes
SV000944,E001095,maintenance,145,notes
SV000945,E001056,contract_mfg,10,notes
SV000946,E001396,maintenance,93,notes
SV000947,E000926,contract_mfg,48,notes
SV000948,E001085,maintenance,53,notes
SV000949,E001939,engineering,194,notes
SV000950,E001082,contract_mfg,80,notes
SV000951,E000023,contract_mfg,63,notes
SV000952,E000611,contract_mfg,144,notes
SV000953,E001530,engineering,199,notes
SV000954,E000054,maintenance,150,notes
SV000955,E001271,engineering,89,notes
SV000956,E001354,maintenance,82,notes
SV000957,E001935,contract_mfg,122,notes
SV000958,E000743,engineering,116,notes
SV000959,E001774,engineering,41,notes
SV000960,E000319,engineering,103,notes
SV000961,E001098,contract_mfg,182,notes
SV000962,E001013,engineering,32,notes
SV000963,E000627,maintenance,154,notes
SV000964,E000288,engineering,43,notes
SV000965,E000511,contract_mfg,118,notes
SV000966,E001564,maintenance,32,notes
SV000967,E001339,engineering,57,notes
SV000968,E001062,maintenance,171,notes
SV000969,E000296,engineering,67,notes
SV000970,E001198,maintenance,174,notes
SV000971,E000926,contract_mfg,53,notes
SV000972,E001463,maintenance,77,notes
SV000973,E000017,contract_mfg,183,notes
SV000974,E001451,maintenance,78,notes
SV000975,E001355,engineering,75,notes
SV000976,E001458,maintenance,194,notes
SV000977,E001262,engineering,158,notes
SV000978,E001167,contract_mfg,110,notes
SV000979,E001532,maintenance,161,notes
SV000980,E001492,engineering,98,notes
SV000981,E000437,maintenance,135,notes
SV000982,E000952,engineering,196,notes
SV000983,E000199,maintenance,46,notes
SV000984,E001320,engineering,184,notes
SV000985,E001787,contract_mfg,141,notes
SV000986,E000235,maintenance,2,notes
SV000987,E000362,contract_mfg,171,notes
SV000988,E000088,contract_mfg,44,notes
SV000989,E000330,engineering,124,notes
SV000990,E001263,contract_mfg,53,notes
SV000991,E001557,maintenance,155,notes
SV000992,E000531,engineering,133,notes
SV000993,E000512,contract_mfg,87,notes
SV000994,E000131,maintenance,185,notes
SV000995,E001807,engineering,70,notes
SV000996,E000128,contract_mfg,138,notes
SV000997,E001127,maintenance,120,notes
SV000998,E001378,engineering,102,notes
SV000999,E000668,maintenance,176,notes
SV001000,E001224,engineering,172,notes
SV001001,E000761,engineering,142,notes
SV001002,E000164,maintenance,122,notes
SV001003,E000673,engineering,192,notes
SV001004,E001344,engineering,197,notes
SV001005,E000972,engineering,21,notes
SV001006,E001746,contract_mfg,38,notes
SV001007,E001568,contract_mfg,161,notes
SV001008,E001412,maintenance,71,notes
SV001009,E001404,maintenance,38,notes
SV001010,E000120,engineering,113,notes
SV001011,E000234,contract_mfg,174,notes
SV001012,E001594,contract_mfg,31,notes
SV001013,E001368,engineering,145,notes
SV001014,E001874,contract_mfg,16,notes
SV001015,E001650,maintenance,168,notes
SV001016,E000583,engineering,71,notes
SV001017,E001130,maintenance,34,notes
SV001018,E001673,maintenance,189,notes
SV001019,E000729,maintenance,105,notes
SV001020,E001218,engineering,139,notes
SV001021,E000908,contract_mfg,1,notes
SV001022,E000918,contract_mfg,119,notes
SV001023,E000479,engineering,155,notes
SV001024,E001300,contract_mfg,99,notes
SV001025,E001024,contract_mfg,173,notes
SV001026,E000772,engineering,157,notes
SV001027,E001804,contract_mfg,167,notes
SV001028,E001548,engineering,121,notes
SV001029,E000102,contract_mfg,3,notes
SV001030,E000705,maintenance,2,notes
SV001031,E000684,contract_mfg,128,notes
SV001032,E000034,engineering,9,notes
SV001033,E001651,maintenance,115,notes
SV001034,E000250,engineering,148,notes
SV001035,E001603,contract_mfg,94,notes
SV001036,E000793,maintenance,40,notes
SV001037,E001531,maintenance,74,notes
SV001038,E000911,engineering,127,notes
SV001039,E001406,engineering,68,notes
SV001040,E000187,engineering,160,notes
SV001041,E000701,maintenance,116,notes
SV001042,E001442,maintenance,137,notes
SV001043,E000296,maintenance,92,notes
SV001044,E000559,contract_mfg,145,notes
SV001045,E000505,contract_mfg,76,notes
SV001046,E000386,contract_mfg,95,notes
SV001047,E000840,engineering,125,notes
SV001048,E001079,maintenance,99,notes
SV001049,E000500,maintenance,12,notes
SV001050,E001662,engineering,97,notes
SV001051,E001437,contract_mfg,78,notes
SV001052,E000284,contract_mfg,125,notes
SV001053,E001664,contract_mfg,137,notes
SV001054,E001593,engineering,36,notes
SV001055,E000394,maintenance,49,notes
SV001056,E000342,engineering,9,notes
SV001057,E001747,maintenance,82,notes
SV001058,E001737,maintenance,103,notes
SV001059,E001616,maintenance,136,notes
SV001060,E000349,engineering,23,notes
SV001061,E001842,maintenance,103,notes
SV001062,E001379,engineering,138,notes
SV001063,E000678,engineering,158,notes
SV001064,E000608,engineering,159,notes
SV001065,E001253,engineering,47,notes
SV001066,E001656,engineering,18,notes
SV001067,E000288,engineering,38,notes
SV001068,E000322,maintenance,54,notes
SV001069,E000812,engineering,92,notes
SV001070,E000050,maintenance,11,notes
SV001071,E000287,maintenance,128,notes
SV001072,E001643,maintenance,14,notes
SV001073,E000574,maintenance,179,notes
SV001074,E000280,contract_mfg,14,notes
SV001075,E000888,engineering,182,notes
SV001076,E001316,maintenance,57,notes
SV001077,E000057,contract_mfg,38,notes
SV001078,E001725,contract_mfg,152,notes
SV001079,E001264,maintenance,119,notes
SV001080,E001111,engineering,199,notes
SV001081,E000005,maintenance,178,notes
SV001082,E000422,contract_mfg,149,notes
SV001083,E000238,contract_mfg,134,notes
SV001084,E000713,engineering,177,notes
SV001085,E000081,engineering,40,notes
SV001086,E000367,contract_mfg,25,notes
SV001087,E000532,contract_mfg,186,notes
SV001088,E000272,engineering,82,notes
SV001089,E000333,maintenance,50,notes
SV001090,E000152,maintenance,6,notes
SV001091,E000331,maintenance,10,notes
SV001092,E001435,engineering,164,notes
SV001093,E001681,engineering,7,notes
SV001094,E000894,engineering,155,notes
SV001095,E001299,maintenance,170,notes
SV001096,E000357,contract_mfg,196,notes
SV001097,E001496,contract_mfg,37,notes
SV001098,E001728,engineering,104,notes
SV001099,E001298,maintenance,160,notes
SV001100,E001106,maintenance,5,notes
SV001101,E000950,contract_mfg,119,notes
SV001102,E000602,engineering,182,notes
SV001103,E001215,maintenance,115,notes
SV001104,E001617,contract_mfg,65,notes
SV001105,E001879,contract_mfg,156,notes
SV001106,E001772,maintenance,111,notes
SV001107,E000755,contract_mfg,139,notes
SV001108,E000331,contract_mfg,34,notes
SV001109,E000588,engineering,196,notes
SV001110,E000730,engineering,194,notes
SV001111,E001703,contract_mfg,160,notes
SV001112,E001794,engineering,28,notes
SV001113,E001154,maintenance,34,notes
SV001114,E000910,maintenance,108,notes
SV001115,E001171,maintenance,77,notes
SV001116,E001324,contract_mfg,21,notes
SV001117,E000513,engineering,174,notes
SV001118,E000075,maintenance,134,notes
SV001119,E001911,maintenance,166,notes
SV001120,E001062,contract_mfg,161,notes
SV001121,E000839,contract_mfg,128,notes
SV001122,E001033,maintenance,49,notes
SV001123,E000787,contract_mfg,44,notes
SV001124,E001891,contract_mfg,198,notes
SV001125,E001691,maintenance,199,notes
SV001126,E001099,contract_mfg,111,notes
SV001127,E001910,maintenance,54,notes
SV001128,E001814,contract_mfg,145,notes
SV001129,E001121,maintenance,137,notes
SV001130,E000601,contract_mfg,181,notes
SV001131,E000611,contract_mfg,49,notes
SV001132,E000881,maintenance,15,notes
SV001133,E001673,maintenance,159,notes
SV001134,E000471,engineering,57,notes
SV001135,E001080,maintenance,27,notes
SV001136,E001872,maintenance,191,notes
SV001137,E000951,maintenance,186,notes
SV001138,E001309,engineering,43,notes
SV001139,E000965,contract_mfg,47,notes
SV001140,E001610,contract_mfg,45,notes
SV001141,E001330,contract_mfg,81,notes
SV001142,E001789,maintenance,162,notes
SV001143,E000751,engineering,56,notes
SV001144,E001477,contract_mfg,148,notes
SV001145,E001878,contract_mfg,170,notes
SV001146,E001226,contract_mfg,107,notes
SV001147,E000068,engineering,43,notes
SV001148,E001903,maintenance,160,notes
SV001149,E001229,maintenance,138,notes
SV001150,E000750,contract_mfg,110,notes
SV001151,E000116,maintenance,137,notes
SV001152,E000059,contract_mfg,20,notes
SV001153,E001955,maintenance,200,notes
SV001154,E001141,contract_mfg,129,notes
SV001155,E000546,contract_mfg,132,notes
SV001156,E001743,contract_mfg,49,notes
SV001157,E001411,engineering,114,notes
SV001158,E000313,maintenance,164,notes
SV001159,E001698,engineering,100,notes
SV001160,E000623,engineering,150,notes
SV001161,E001481,contract_mfg,73,notes
SV001162,E000174,maintenance,104,notes
SV001163,E001921,contract_mfg,141,notes
SV001164,E000533,maintenance,106,notes
SV001165,E000101,maintenance,66,notes
SV001166,E000277,contract_mfg,92,notes
SV001167,E001482,contract_mfg,56,notes
SV001168,E001166,maintenance,132,notes
SV001169,E000820,maintenance,126,notes
SV001170,E001710,engineering,41,notes
SV001171,E001236,maintenance,162,notes
SV001172,E000817,maintenance,88,notes
SV001173,E000986,contract_mfg,55,notes
SV001174,E000373,contract_mfg,170,notes
SV001175,E001433,maintenance,59,notes
SV001176,E000530,maintenance,77,notes
SV001177,E001200,engineering,145,notes
SV001178,E001783,contract_mfg,65,notes
SV001179,E001758,contract_mfg,107,notes
SV001180,E000984,maintenance,172,notes
SV001181,E001942,contract_mfg,169,notes
SV001182,E000251,engineering,158,notes
SV001183,E000664,contract_mfg,168,notes
SV001184,E001637,maintenance,46,notes
SV001185,E001351,maintenance,114,notes
SV001186,E001229,engineering,59,notes
SV001187,E001986,contract_mfg,141,notes
SV001188,E001326,maintenance,75,notes
SV001189,E000806,maintenance,84,notes
SV001190,E001415,contract_mfg,118,notes
SV001191,E000501,maintenance,167,notes
SV001192,E000798,engineering,62,notes
SV001193,E001000,engineering,9,notes
SV001194,E001298,contract_mfg,107,notes
SV001195,E000831,contract_mfg,137,notes
SV001196,E001500,engineering,177,notes
SV001197,E001087,contract_mfg,48,notes
SV001198,E000466,engineering,166,notes
SV001199,E000949,contract_mfg,70,notes
SV001200,E000396,engineering,38,notes
SV001201,E000793,maintenance,13,notes
SV001202,E000486,maintenance,176,notes
SV001203,E000961,engineering,66,notes
SV001204,E001888,engineering,115,notes
SV001205,E000324,contract_mfg,31,notes
SV001206,E001683,maintenance,145,notes
SV001207,E001483,maintenance,46,notes
SV001208,E000575,engineering,172,notes
SV001209,E000519,maintenance,138,notes
SV001210,E000515,contract_mfg,114,notes
SV001211,E001564,engineering,50,notes
SV001212,E000587,maintenance,86,notes
SV001213,E001705,maintenance,11,notes
SV001214,E000284,maintenance,76,notes
SV001215,E001090,contract_mfg,93,notes
SV001216,E001464,maintenance,155,notes
SV001217,E000482,engineering,66,notes
SV001218,E001961,contract_mfg,195,notes
SV001219,E001169,maintenance,28,notes
SV001220,E001255,maintenance,17,notes
SV001221,E000292,maintenance,144,notes
SV001222,E000624,contract_mfg,105,notes
SV001223,E001109,engineering,87,notes
SV001224,E001610,engineering,185,notes
SV001225,E001916,contract_mfg,71,notes
SV001226,E001938,engineering,51,notes
SV001227,E001554,maintenance,101,notes
SV001228,E000046,contract_mfg,63,notes
SV001229,E000932,contract_mfg,148,notes
SV001230,E000154,contract_mfg,143,notes
SV001231,E001722,contract_mfg,141,notes
SV001232,E001342,engineering,191,notes
SV001233,E001480,contract_mfg,32,notes
SV001234,E000410,engineering,127,notes
SV001235,E000139,maintenance,111,notes
SV001236,E000060,contract_mfg,5,notes
SV001237,E000388,engineering,65,notes
SV001238,E000940,engineering,3,notes
SV001239,E000513,engineering,123,notes
SV001240,E001924,contract_mfg,182,notes
SV001241,E001081,contract_mfg,76,notes
SV001242,E001847,engineering,148,notes
SV001243,E000796,engineering,161,notes
SV001244,E001710,maintenance,22,notes
SV001245,E001871,contract_mfg,96,notes
SV001246,E001891,contract_mfg,62,notes
SV001247,E001602,contract_mfg,83,notes
SV001248,E000812,maintenance,58,notes
SV001249,E001734,maintenance,155,notes
SV001250,E001299,maintenance,140,notes
SV001251,E000236,maintenance,144,notes
SV001252,E001614,contract_mfg,56,notes
SV001253,E001956,maintenance,78,notes
SV001254,E000599,engineering,170,notes
SV001255,E001338,engineering,54,notes
SV001256,E000469,maintenance,12,notes
SV001257,E000245,contract_mfg,131,notes
SV001258,E000648,contract_mfg,59,notes
SV001259,E000989,contract_mfg,133,notes
SV001260,E000196,contract_mfg,135,notes
SV001261,E001129,contract_mfg,9,notes
SV001262,E000597,engineering,200,notes
SV001263,E000093,contract_mfg,60,notes
SV001264,E001774,engineering,142,notes
SV001265,E000801,contract_mfg,23,notes
SV001266,E001738,contract_mfg,45,notes
SV001267,E000326,contract_mfg,181,notes
SV001268,E000844,maintenance,21,notes
SV001269,E000117,engineering,19,notes
SV001270,E001157,engineering,171,notes
SV001271,E000650,contract_mfg,44,notes
SV001272,E000408,maintenance,106,notes
SV001273,E001478,contract_mfg,85,notes
SV001274,E000815,engineering,29,notes
SV001275,E001935,contract_mfg,119,notes
SV001276,E000395,engineering,132,notes
SV001277,E001907,engineering,88,notes
SV001278,E001750,engineering,47,notes
SV001279,E001743,maintenance,48,notes
SV001280,E000016,maintenance,71,notes
SV001281,E000643,contract_mfg,113,notes
SV001282,E000208,maintenance,74,notes
SV001283,E001952,maintenance,90,notes
SV001284,E001296,contract_mfg,134,notes
SV001285,E000805,contract_mfg,52,notes
SV001286,E000507,engineering,5,notes
SV001287,E000088,contract_mfg,55,notes
SV001288,E001955,engineering,124,notes
SV001289,E000004,engineering,83,notes
SV001290,E000596,maintenance,173,notes
SV001291,E001239,engineering,74,notes
SV001292,E000395,engineering,172,notes
SV001293,E001855,maintenance,76,notes
SV001294,E000684,maintenance,92,notes
SV001295,E000706,maintenance,74,notes
SV001296,E000753,maintenance,106,notes
SV001297,E000707,maintenance,66,notes
SV001298,E000084,engineering,126,notes
SV001299,E000547,engineering,69,notes
SV001300,E001780,engineering,183,notes
SV001301,E001615,contract_mfg,194,notes
SV001302,E001789,maintenance,105,notes
SV001303,E001282,engineering,138,notes
SV001304,E001927,contract_mfg,121,notes
SV001305,E000817,contract_mfg,196,notes
SV001306,E000505,engineering,139,notes
SV001307,E000646,maintenance,195,notes
SV001308,E000678,maintenance,149,notes
SV001309,E000794,maintenance,7,notes
SV001310,E000143,maintenance,94,notes
SV001311,E000103,maintenance,162,notes
SV001312,E000542,maintenance,153,notes
SV001313,E000476,contract_mfg,166,notes
SV001314,E001341,maintenance,40,notes
SV001315,E000644,contract_mfg,70,notes
SV001316,E001910,engineering,115,notes
SV001317,E001758,contract_mfg,91,notes
SV001318,E001801,maintenance,178,notes
SV001319,E000509,maintenance,130,notes
SV001320,E000474,contract_mfg,155,notes
SV001321,E000985,engineering,98,notes
SV001322,E001014,maintenance,13,notes
SV001323,E001813,engineering,25,notes
SV001324,E001334,engineering,128,notes
SV001325,E000451,contract_mfg,28,notes
SV001326,E000727,engineering,26,notes
SV001327,E000532,maintenance,89,notes
SV001328,E001639,engineering,172,notes
SV001329,E000010,contract_mfg,55,notes
SV001330,E000194,maintenance,109,notes
SV001331,E000184,engineering,27,notes
SV001332,E000710,contract_mfg,182,notes
SV001333,E000198,maintenance,29,notes
SV001334,E001960,engineering,104,notes
SV001335,E000943,maintenance,4,notes
SV001336,E000625,engineering,38,notes
SV001337,E000397,engineering,84,notes
SV001338,E000133,engineering,44,notes
SV001339,E000667,contract_mfg,105,notes
SV001340,E001731,contract_mfg,165,notes
SV001341,E000509,contract_mfg,108,notes
SV001342,E000674,engineering,32,notes
SV001343,E001595,maintenance,117,notes
SV001344,E000281,contract_mfg,157,notes
SV001345,E000997,engineering,152,notes
SV001346,E001578,contract_mfg,184,notes
SV001347,E000808,maintenance,118,notes
SV001348,E000715,engineering,192,notes
SV001349,E001151,maintenance,129,notes
SV001350,E000990,contract_mfg,12,notes
SV001351,E000625,engineering,173,notes
SV001352,E001333,maintenance,48,notes
SV001353,E001050,maintenance,102,notes
SV001354,E000165,maintenance,133,notes
SV001355,E001327,engineering,20,notes
SV001356,E000145,maintenance,114,notes
SV001357,E001495,contract_mfg,119,notes
SV001358,E000285,maintenance,76,notes
SV001359,E001055,engineering,127,notes
SV001360,E000712,engineering,4,notes
SV001361,E000390,contract_mfg,73,notes
SV001362,E001003,engineering,51,notes
SV001363,E000467,maintenance,100,notes
SV001364,E000129,engineering,89,notes
SV001365,E001824,engineering,163,notes
SV001366,E000010,maintenance,121,notes
SV001367,E001986,maintenance,26,notes
SV001368,E000761,engineering,156,notes
SV001369,E000120,engineering,57,notes
SV001370,E000809,maintenance,6,notes
SV001371,E001256,engineering,61,notes
SV001372,E001411,contract_mfg,191,notes
SV001373,E001095,contract_mfg,182,notes
SV001374,E000199,maintenance,141,notes
SV001375,E000436,maintenance,54,notes
SV001376,E001829,contract_mfg,95,notes
SV001377,E000798,engineering,152,notes
SV001378,E000008,contract_mfg,129,notes
SV001379,E001742,contract_mfg,25,notes
SV001380,E001286,maintenance,133,notes
SV001381,E001090,maintenance,107,notes
SV001382,E000165,maintenance,64,notes
SV001383,E001944,maintenance,61,notes
SV001384,E000570,engineering,50,notes
SV001385,E000911,engineering,79,notes
SV001386,E000330,contract_mfg,169,notes
SV001387,E001590,maintenance,182,notes
SV001388,E001523,maintenance,191,notes
SV001389,E001447,contract_mfg,18,notes
SV001390,E001469,engineering,131,notes
SV001391,E000822,engineering,70,notes
SV001392,E001697,engineering,51,notes
SV001393,E000719,contract_mfg,144,notes
SV001394,E001379,maintenance,193,notes
SV001395,E000936,maintenance,137,notes
SV001396,E001511,maintenance,72,notes
SV001397,E001638,contract_mfg,136,notes
SV001398,E001098,maintenance,16,notes
SV001399,E001723,maintenance,9,notes
SV001400,E000559,contract_mfg,103,notes
SV001401,E000907,engineering,120,notes
SV001402,E001640,engineering,91,notes
SV001403,E001921,contract_mfg,23,notes
SV001404,E001824,contract_mfg,67,notes
SV001405,E001002,engineering,99,notes
SV001406,E001732,contract_mfg,104,notes
SV001407,E001196,engineering,153,notes
SV001408,E001100,engineering,143,notes
SV001409,E001085,contract_mfg,136,notes
SV001410,E001129,contract_mfg,169,notes
SV001411,E000549,engineering,167,notes
SV001412,E001100,engineering,77,notes
SV001413,E000544,engineering,93,notes
SV001414,E001472,maintenance,138,notes
SV001415,E000596,maintenance,68,notes
SV001416,E001891,maintenance,1,notes
SV001417,E001146,engineering,54,notes
SV001418,E000629,engineering,173,notes
SV001419,E001784,engineering,139,notes
SV001420,E000356,maintenance,141,notes
SV001421,E001454,engineering,198,notes
SV001422,E000652,maintenance,164,notes
SV001423,E001498,maintenance,177,notes
SV001424,E001092,maintenance,5,notes
SV001425,E000410,engineering,86,notes
SV001426,E001211,engineering,130,notes
SV001427,E001317,maintenance,25,notes
SV001428,E000268,engineering,36,notes
SV001429,E001263,engineering,190,notes
SV001430,E000165,engineering,144,notes
SV001431,E000996,engineering,55,notes
SV001432,E000976,engineering,194,notes
SV001433,E000546,contract_mfg,75,notes
SV001434,E001637,engineering,67,notes
SV001435,E000238,contract_mfg,161,notes
SV001436,E000621,maintenance,42,notes
SV001437,E001356,contract_mfg,27,notes
SV001438,E001826,maintenance,169,notes
SV001439,E000859,contract_mfg,104,notes
SV001440,E001708,contract_mfg,173,notes
SV001441,E001893,engineering,138,notes
SV001442,E000942,maintenance,55,notes
SV001443,E000010,maintenance,47,notes
SV001444,E001903,maintenance,169,notes
SV001445,E001837,engineering,72,notes
